Pseudo,Title,Review,Rating,Verified Purchase,Date,Score,Compound,Sentiment
Mo,laptoprefurbished,goodnice easytouse carryi purchased warranty safe sideonly disappointment touchscreencheated,5.0 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on January 4, 2023","{'neg': 0.154, 'neu': 0.739, 'pos': 0.107, 'compound': -0.3129}",-0.3129,negative
Julia Grace Reeves,works great,bought wife replace one least ten years used play games every look things amazon,5.0 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on July 9, 2022","{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.4767}",0.4767,positive
Catherine,nice computer,purchased laptop daughter christmas works great except app store tries open app store load tries report failure feedback section load report issue sure,4.0 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on January 31, 2023","{'neg': 0.083, 'neu': 0.855, 'pos': 0.062, 'compound': -0.1164}",-0.1164,negative
Louise Burton,great product,great choice user friendly,5.0 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on March 6, 2023","{'neg': 0.0, 'neu': 0.49, 'pos': 0.51, 'compound': 0.8074}",0.8074,positive
Buddy Weiss,lab tap window 11,like every thing como ho dislike ordered pink white key board got pink glaze key board problem eye n difficult see special characters i’m dissatisfied como us excellent inconvenience,4.0 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on December 26, 2022","{'neg': 0.263, 'neu': 0.579, 'pos': 0.158, 'compound': -0.7869}",-0.7869,negative
Michelle Hamer,great laptop price,mainly wanted laptop taxes attend zoom meetings surf web social media laptop exactly want great laptop money also comes one year office 365 bonus would recommend,5.0 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on January 22, 2023","{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.886}",0.886,positive
Keith Courage in Amazon Zone,one month review update 8282022,reason purchase purchased laptop dell xps 8100 desktop kept freezingrestarting several times day fresh clean reinstall windows 10 remedying situation desire troubleshoot every component see underlying problem overall issue seriously affecting productivity well sanitypotential alternatives mainly looking desktop replacement laptop checked dell amazon bestbuy well pc build websites ibuypower found prices high overall basically price driving factor purchasing laptop final price slightly 1300 w taxes found fair price performance ratiomust haves since first pc replacement nearly 10years wanted make sure got 11th gen i7 intel processor well rtx 3000 series graphics card looking rtx 3060ti minimum could find match within budgetprevious hardware dell xps 8100 still using 1st gen i5 650 processor pny gtx 970 updated graphics card honestly would gone another year two changing pc freezing problems therefirst impressions seems well built also liked keyboard lighting chassis seems solid liked available ports sides design appealing perfectly rectangle lid closed protruding sections put shape balancehow used use laptop desktop replacement open screen lid power otherwise use external monitor keyboardhow often used keep laptop least 8hours day purchased roughly month ago used rather frequentlygaming 1080p notable upgrade dell previously games like wow ffxiv getting 60 fps frequently crowded areas get dizzy quickly screen rotates ingame forcing lower mousesensitivity wow constantly 100 fps occasional dips 90 fps im also currently playing ubisofts division max get 60 fps regular dips 47 fps medium settings killer performance huge upgrade neverthelessfan noise everyday nongaming use ie web browsing low hum hear youre within 20inches laptop gaming ramp constant loud whirlheat similarly fan noise heat negligible nongaming use gaming get warm time use product zimilar monitor stand riser keep propped heat dissipation seems work well keeping laptop coolstorage comes one 512gb m2 device storage gaming needs limited looked youtube videos see upgraded honestly looked like pita invested external ssd solutions spacewifi – router roughly 25feet away walls get consistent downloadupload speeds occasional dip major connection loss issues otherwisebloatware comes lot msi propriety software well norton security suite also trial version microsoft office 365 spent good amount time sorting uninstalling lot thembattery ive tested plug even without gaming eating battery pretty quickly surmise itd go 3hours draining laptop definitely recommended longevity plug priority yoursproblems – ‘issue’ i’ve come across i’ve gamed long period time i’ve moving large files around performance laptop may drop significantly remedy simple reboot clears issue also note laptop frozen onceconclusion purchased laptop considered intermediary gathered necessary funds invest desktop minimum rtx 3070 however proven minipowerhouse dont play 1080p live mediumsettings performance seems dip performs excellently nongaming tasks mobile gaming platform want take friends house allinall quite satisfied purchase may wait rtx 4000 series come consider desktopoverall highly recommended purchaseupdate 08282022current status yes still working fine performance dipped reinstalled windows 11 replaced 512gb m2 samsung 970 evo 2tb several months ago also despite 8hours day keyboard leds still functioning bright thats 2900hours laptop since purchasehardware issues none screen ports fans wifi bluetooth trackpad still working fine course given caveat still strictly use external keyboardmousemonitor setupnew revelations one gaming ac adaptor fools errand performance throttled severely 10minutes laptop getting hot battery lasted 35minutes tops playing aliens fireteam steamproduct overview still happy purchase see need change several years course find lot disposable income see getting new gaming desktop beyond scenario perfectly content performance durability,4.2 out of 5 stars,Yes,"Reviewed in the United States on October 6, 2021","{'neg': 0.047, 'neu': 0.828, 'pos': 0.125, 'compound': 0.9981}",0.9981,positive
FPChris,needs gsync adaptive sync also solution sticky key problem,bought laptop weeks ago enjoying ever since rtx 4080 i913900h deliver performance games thats comparable desktop equipped amount ram rtx 3080 ti i7 8700k processor real upgrade comparison though runs star citizen well 318 whenever servers good day halo infinite runs maxed 70 fps time right think laptop run everything pretty welldownsides initially upon receiving laptop keys sticking constantly example would typiiiiiiing sentence every ten words keeeeeeey would stickthis issue seen reviews bit troubleshooting discovered solution consistent issue go windows updater enable optional updates laptop ships factory firmware leads key stickiness unbearable deal fix issue update firmware ensure windows drivers date fixed problem methe screen gsync freesync compatible small issue fact screen run 240hz adaptive gsync annoying constantly changing framerates mean youre going see sorts stuttering going 60 120 fps example happens lot modern games settings turned high even reccomended settings led set refresh rate 60 eliminated stuttering thats caused due fps fluctuation negates purpose even 240hz displayoverall issues encountered minor cant beat price laptop set hardware thing wish changed would screen wouldve taken 165 144 even 120hz display meant could gsync adaptive sync,5.0 out of 5 stars,Yes,"Reviewed in the United States on March 6, 2023","{'neg': 0.035, 'neu': 0.921, 'pos': 0.043, 'compound': -0.2023}",-0.2023,negative
Keith Courage in Amazon Zone,awesome high performance low batterry life colling fan bearing failures,im writing review purchased laptop 03222022 today march 1 2023 two weeks away owned pc year pros super fast everything awesome graphics doesnt hurt pocket much gaming laptops cons battery life sucks basically iv adjust settings even optimal silent condiotions cpu gpu powerful drain battery 2 hours less even anything serios using excel word battery drain con ant pepl aware 2 weeks ago started fan noise bearings failing trying find oem replacements things spins fans 6000rpms yes correct 6000rpms find fans rated high rpms need pc melts always used cooling pad support kept guts clean treated ting like newborn baby terms gentleness parts issue useroperator error mechatronics engineering student programmer well controls system specialost computer every day tool said purposes demand quality power much reliability take good care equipment pc let besides fact fan bearings barking also want mention little pc support 4 extended displays wit hno issues run multiple intense programs take beating never went 70 degrees celcius rin littlpe puppy overclocked max hence fan issue however pc meantdesignedbuilt anyone knows find cooling fans please let know really want replace high performance fans run mill aftermarket general condition types fans thanks deinately wisay think dissapointed purchasse pc ii gamed twice eve online performed flawlessly unbelievable graphics 12 hour binge single issue,3.0 out of 5 stars,Yes,"Reviewed in the United States on October 6, 2021","{'neg': 0.026, 'neu': 0.809, 'pos': 0.165, 'compound': 0.9962}",0.9962,positive
Joey,features galore,gonna lie super impressed laptop considering hp spectre galaxy book pro stumbled across places everything looking even realizedpresentation box nice like packaged dust sleeve even dust sleeve inbetween screen keyboard major plus mark aloneupon booting first time getting initially set enjoyed nice screen ips way go ngl keyboard light rgb options major upgrade use selection apps programs get go numerous mention nice plenty options removing didnt interest proceeded updates devicethis thing seems like sonic gotta go fastdragon center app tons various tweaks options things like keyboard rgb light power battery performance etc definite plus alone people cant stand ill leave particular preferenceyes fans extremely noisy particular usage wants laptop quite fair trade way get noisy select extreme performance cooler boost good pair headphones would drown noiseanother surprise run android games either appropriate msi app even bluestacks aware decided purchase cool nonetheless would say remove msi app player use true bluestacks want mess amdroid emulationwith plan investing steam finally mention cant wait see thing handle emulationwise cant wait try stepmania edit update 9721 stepmania runs like arcade dance dance revolution max graphical program settings little side note games max refresh rate 60hz may graphical issues im specifically mentioning sonic adventure adcenture 2 pc overly fast workarounds get said games working perfectlybuild seems solid got gray version disappointed choice nice blue tinit itupdate 9721 dont expect get ton battery use thing setting battery saver settings via windows dragon center max possible lowering screen brightness might get 6 8 hours battery life normal gaming computer use thankfully calibrate battery needed extend service life another note run demanding thinga get hot hold suggestion buy good laptop stand fan cooling would suggedt klim ultimate rgb gamer plays less demaning games binding isaac emulation etc said cooler would probably good demanding games cooler boost function turned help get extra airflowthis may best budget gaming laptop atm got 512 gb model 16 gb ram rtx 3060 going eventually go overkill max ram 2 tb samsung ssd cant wait see thing unleash happy camper,5.0 out of 5 stars,Yes,"Reviewed in the United States on March 30, 2023","{'neg': 0.052, 'neu': 0.785, 'pos': 0.163, 'compound': 0.9975}",0.9975,positive
Amanda McDonald,fantastic first gaming laptop,it’s fantastic laptop beginners gamingpc set ups fantastic graphics never issues lagging honestly really heavy easy carry around durable easy set use almost everything even though mac book air shhhh don’t tell apple seriously though great investment,4.0 out of 5 stars,Yes,"Reviewed in the United States on March 1, 2023","{'neg': 0.084, 'neu': 0.673, 'pos': 0.243, 'compound': 0.9306}",0.9306,positive
Jon Cox,im actually really happy laptop,quick review really like laptop havent owned laptop 15 years huge improvement lot ways able light gaming im impressed abilities plugged everything great battery life less ideal could take flight quick use really bored im using mostly work sits desk plug nearby coil whine present work fairly noisy environment dont notice silent room could drive person insane gaming laptops suppose graphics insane refresh rate screen delight,4.0 out of 5 stars,Yes,"Reviewed in the United States on August 13, 2021","{'neg': 0.093, 'neu': 0.779, 'pos': 0.128, 'compound': 0.5704}",0.5704,positive
Kaylyn Hajko,good caveats,almost year part still pretty happy itll play ff14 minecraft games play issue leave open background 12 hvds open work impactdownsides excessive heat poor heatfan management software poor battery fragile keyboard heat fan pad battery leave plugged keyboard hard get around ive already broken one keycap new one,5.0 out of 5 stars,Yes,"Reviewed in the United States on February 28, 2023","{'neg': 0.141, 'neu': 0.769, 'pos': 0.089, 'compound': -0.56}",-0.56,negative
Jonathan Martin,1000 nits keys hard read tiny unlit shift symbols,like another person said display listed 1000 nits displayhdr 1000 certified changed others called 300 nits however display still good issue trying code able easily read shift symbols like keys bright enough center keys faint corner keys tiny symbols located hard read f1f12 well whats point fancy rgb colors keys suck im also getting crackle audio key seems stick reason,5.0 out of 5 stars,Yes,"Reviewed in the United States on November 16, 2022","{'neg': 0.036, 'neu': 0.84, 'pos': 0.124, 'compound': 0.9053}",0.9053,positive
john mundy,solid laptop,screen quality good 1080p 144hz screen get advertised cant expect moregaming performs great moderate gaming overwatch fortnite games similar graphical fidelity run around 120144fps max run hot pushing lot hotter expected fortunately heat extruding fan area around keyboardtrackpadbattery life expect thinlight gaming laptop nothing spectacular 15 25 hrs gaming 45ish hrs web browsing word processingkeyboard excellentkeyboard backplate firm little flextrackpad smooth accuratesolid laptop pricethe biggest con hot gets fortunately heat around fan shrouds keyboard,4.0 out of 5 stars,Yes,"Reviewed in the United States on December 7, 2022","{'neg': 0.0, 'neu': 0.935, 'pos': 0.065, 'compound': 0.7964}",0.7964,positive
FPChris,calienta,se calienta mucho pero el rendimiento bien,4.0 out of 5 stars,Yes,"Reviewed in the United States on March 6, 2023","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
c0stlytech,nice broken buttons,return two keyboard buttons didn’t work perfect otherwise updated current version 147 battery cycles immaculate physical conditionnoticed would cycle onoff charger closed i’d hear chime like plugged randomly,4.1 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on July 31, 2022","{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.8519}",0.8519,positive
ariana weaver,wow,im really impressed apple macbookafter 2 weeks use operating flawlessly put serious stress simultaneously compiling 4k video playing another actively editing third computer appeared close new checked meticulously possible found one tiny inconspicuous nick bottom edge sign wear use couldnt asked morethanks,4.0 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on January 18, 2023","{'neg': 0.07, 'neu': 0.821, 'pos': 0.11, 'compound': 0.554}",0.554,positive
c0stlytech,touch bar flicker,received laptop first glance perfect condition started using touch bar started flickering big white rectangle filled half whole touch bar tried every method “fixing” issue nothing resolved kind mad spent much money work correctly,3.0 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on July 31, 2022","{'neg': 0.074, 'neu': 0.875, 'pos': 0.051, 'compound': -0.1538}",-0.1538,negative
Cap Art,like new,beautiful little machine wasnt looking company fully refunded money,4.0 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on March 4, 2023","{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.5994}",0.5994,positive
ariana weaver,great deal,product received immaculate condition approve company,5.0 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on January 18, 2023","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
wen7,great battery 225 cycles needed taken service center,great battery needed replaced serviced,3.0 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on March 27, 2023","{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.3716}",0.3716,positive
Odaney baker,great product money,expected price looks like new purchased run serato dj pro software job problem hope last long 2011 refurbished macbook pro lol still going works older versions serato well running macos 12 yes upgrade 13 yet compatible pioneer ddj sz software controller would recommend product ran battery alone long enough comment issues far it’s unplugged still preforms top notch djs run serato stems hang ups running latest version serato problems kick stems live give sec load stems works great buffer size set one hope helps,5.0 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on March 29, 2023","{'neg': 0.042, 'neu': 0.789, 'pos': 0.169, 'compound': 0.9697}",0.9697,positive
Odaney baker,skeptical first,happily surprised macbook pro practically new battery 400 cycles bad 2017 nick outer case small wasnt even noticeable,5.0 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on January 11, 2023","{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.81}",0.81,positive
Tyler Hughes,lots scratches laptop running slowly want money back,lots scratches laptop running slowly want money back,5.0 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on December 26, 2022","{'neg': 0.0, 'neu': 0.893, 'pos': 0.107, 'compound': 0.144}",0.144,positive
Old Hickory Outdoors,refurbished mac book,weary buy refurbished macbook wow it’s everything hoped came charger also updated software never buy new laptop guys awesome,3.0 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on February 6, 2023","{'neg': 0.032, 'neu': 0.653, 'pos': 0.315, 'compound': 0.9507}",0.9507,positive
Shane Benetz,issues mostly solid,windows 11 kinda fresh still i’ve run software issues along way start one drivers would work audio scared took lot trying finally got one work hours based laptop like sturdy build really like keyboard happy got larger ram option complaints tablet mode really provide everything need 2 onecomplaints sometimes overloads computer pen starts cutting use onenote get pretty glitchy using tablet mode tends freeze stop taking inputs correctly also output volume frontal speakers loud also lap fans start getting super loud blowing hot air sometimes charges starts revving fan noise little embarrassing you’re publicother solid though,4.4 out of 5 stars,Yes,"Reviewed in the United States on February 16, 2023","{'neg': 0.07, 'neu': 0.798, 'pos': 0.133, 'compound': 0.9439}",0.9439,positive
Walter F Rodriguez,nice laptop aware battery conservation mode lenovo vantage,laptop month overall really like far trouble transitioning windows 10 windows 11 although dont give machine lot tasks travel computer bedside companioni concern battery charging though want alert people issue dont want read review please remember keep lenovo vantage software computer case need itfirst laptop ships charger small brick cable threeprong wall plug another cable connects usbc port laptop used charger battery charged 100 problems battery set battery saver windows 11 system settingsthe laptop older type round charging port buy separate charger use thats went lenovo site bought chargerwhich way lightweight least manageable use trains twoprong wall plugso last night decided better make sure additional travel charger worked okay noticed though battery charging 60 capacity charger powering machine battery wasnt filling thought maybe charger defective point switched charger came laptop charger also battery wasnt charging beyond 60 oh point thought laptop must lemon downloaded additional software lenovo site lenovo diagnostic tool ran test battery battery test failedi remembered another amazon customer reviewed laptop complained couldnt charge battery beyond 60 lenovo representative responded something setting prevented full loading battery extend battery life laptop kept plugged looked setting windows battery settings changed power mode setting best performance didnt help could find nowhere windows settings get battery charge fullyeventually looked lenovo vantage software settings found machine set swear conservation mode setting lenovo vantage software battery saver windows settings changed laptop conservation mode rapid charger lenovo vantage battery started charging againthe purpose conservation mode conserve life battery laptop continually kept plugged thats use laptop continue use conservation mode try remember switch rapid charge mode want take laptop another location without taking along chargeri suspected travel charger purchased separately somehow triggered computer convert conservation mode rapid charge case computer rapid charge mode either charger charge battery 100 battery charge less 60 computer conservation mode either charger charge 60 battery charge 60 100 computer put conservation mode plugged either charger computer powered charger battery chargedi hope review helpful,4.0 out of 5 stars,Yes,"Reviewed in the United States on March 9, 2022","{'neg': 0.024, 'neu': 0.917, 'pos': 0.058, 'compound': 0.9647}",0.9647,positive
Shane Benetz,great budget option student,use college notes everyday charger good computer snappy problem pen kind cheap batteries die kind quick aaaa batteries,3.0 out of 5 stars,Yes,"Reviewed in the United States on February 16, 2023","{'neg': 0.181, 'neu': 0.74, 'pos': 0.079, 'compound': -0.5719}",-0.5719,negative
Intermediate computer user,runs skyrim high settings,disable reflections consistently impressed little thing gaming frontyou also raise throttle percentage power settings processor get rid weird inexplicable stickyness stickyness actually pretty decent processor small notebook like really overall pretty powerful little computerthe screen leaves something desiredit easily reflects even low light hard see day time much sunshine vicinity point nearly unusable certain lighting conditions,4.0 out of 5 stars,Yes,"Reviewed in the United States on May 28, 2022","{'neg': 0.044, 'neu': 0.765, 'pos': 0.191, 'compound': 0.9538}",0.9538,positive
Tyler Floyd,absolutely love,purchased ryzen 5 16gb256gb varianti wish gotten variant storage 1tb instead 256gb although choose upgrade since theoretically m2 nvme ssd able replacedcame laptop 65w pd charger stylus aaaa battery purchased two accessories listed end reviewone usb c port supports pd charging 65w charger included use supports pd data transfer 20 speedstwo usb ports support 32 speed one constant power intended charging devices laptop offone audio jack headphones microphone use port plugging regular headphones normal adapters neededthe side mounted power button hard hit rarely use even shut turn back open itfingerprint reader quick recognize fingerprint unlocking computer startup extremely quicktouchpad responsive features tricks use phones ie double tap scrolling ect examples gestures use search touchpad gesturesthe screen bright using classroom office outside shade great direct sunlight becomes hard readthe screen folds way back use position folded orient way youre holding think phone automatically changes orientation rotate itwebcam decent love privacy slide cover always know camera coveredkeyboard normal laptop keyboard clicky spongybattery life normal laptop size whatever advertisement says probably true ive never tested always plugged ingaming game successfully played valorant fortnite minecraft dont expect 1080p 60fps unless turn games performancenotes purchased accessories1 screen protector called spigen tempered glass 81x20005us2 case called mcover case 514alc053 put clear tape palm rests,5.0 out of 5 stars,Yes,"Reviewed in the United States on March 8, 2023","{'neg': 0.019, 'neu': 0.875, 'pos': 0.106, 'compound': 0.9907}",0.9907,positive
jc,pretty solid budget laptop toasty,got laptop school since campus huge im way mobile thought id carry lot stuff laptop little heavy top im communication design major im using adobe time laptop run suite battery die like 3 hours using one program use supplement school computers regular use get like 8 hours rough estimate full start day still like 20 end dont game lot anymore run dead daylight granted itll kill battery hour fans full blast plugged low detail still play lol carry charger time convenience sake bulky iti initially didnt care 2 1 feature pretty handy im trying show people something pen uses aaaa battery didnt know thing dont use ton since already huion works fine pen pressure good keyboard nice type lenovos keyboards half wanted one hate mushy keysthe glossy screen little annoying get used absolutely cant stand theres matte screen protectors screen also like 250 knits great use sun gets hot easily updating something steamadobe pump fans propping something helps one laptop fan trays even better camera great laptop good one fuzzy ass photo example shot average user emails netflix enough youre artist budget good option,4.0 out of 5 stars,Yes,"Reviewed in the United States on February 4, 2023","{'neg': 0.109, 'neu': 0.759, 'pos': 0.132, 'compound': 0.4051}",0.4051,positive
Christos is my name,initial review,week far laptop good setup took configuration settings wanted download windows updates one thing bugs youknowwhat pen instructions set worthless seems lenovo umpteen different versions course one packed lenovo flex 5 ryzen 5000 listed us1213 stamped pen cant find anything model number serial number freakin clue use would nice know deal breaker im satisfied pointthe keyboard responsive easy use feel solid chicklet keyboard touch screen functions expected bootup speed fast fingerprint reader super fast easy set laptop shipped usbc power connector good built privacy shutter nice speakers maligned previous comments money one realistically expect really good buy want better speakers lay money others denigrated laptops plastic case money get darn good solid case people said bends pick corners lift lid corners well youre supposed anyway treat way manufacturer recommends follow recommendations dont complain dont recommended record try things got bending times see comments correct,5.0 out of 5 stars,Yes,"Reviewed in the United States on August 1, 2022","{'neg': 0.025, 'neu': 0.789, 'pos': 0.186, 'compound': 0.9955}",0.9955,positive
Laura B.,great discounted price paid,please note issue lenovos battery software sometimes causes conflict windows battery management drivers uninstall windows drivers windows automatically reinstall computer rebooted ergo 4 stars since lenovo still hasn’t addressed iti got laptop sale ahead ryzen 6000 series chips coming 25 discount lenovo presumably looking get rid old stock get 600 bucks it’s great value march 2022 specs unit bought wereryzen 5 5600u mobile apu onboard vega graphics256 gb m2 ssd16 gb lpddr4came with12 month warranty technician supportusbc chargerstylusfor laptop mom browse web pay bills kicks ass metal body nice finish doesn’t attract noticible finger prints also came stylus mom loved it’s novel she’s never laptop option light excellent battery life makes great laptop average productivity tasks light gaming packs punch looks great battery life also fantastic normal workloads ie browsing web paying bills etc thing last literal days one full charge also reasonable selection io hdmi 2 usb 30 1 usbc used charging used stuff overall would recommend 6000 series laptops become readily available might want start looking rdna 20 graphics price specs right don’t get intel suck,5.0 out of 5 stars,Yes,"Reviewed in the United States on June 15, 2022","{'neg': 0.027, 'neu': 0.887, 'pos': 0.086, 'compound': 0.9343}",0.9343,positive
Laura B.,good moderately priced laptopflex 5 ssd,second lenovo flex laptop previous one 2015 flex 3 modelso obviously like lenovo felt time new one lighter old one came pen works well working lenovo windows fix issuesie power icon desktophave switch windows start turn computer use hdmi plug connect monitor use desktop also keyboard mousethe amazon description match specificationsone example usbs 31 32 ethernet plug got adapter c plug thats plug ethernet instead using wifi dc plug power 2 usbs use one keyboardmouse necessary nice usb hub inateck expands 4 lighted keyboard top rowit sort spreads rest keyboard old flex 3 totally lighted overall going like oneit 16gb ram vs 8 gb th eold one,4.0 out of 5 stars,Yes,"Reviewed in the United States on May 20, 2022","{'neg': 0.01, 'neu': 0.91, 'pos': 0.08, 'compound': 0.8882}",0.8882,positive
Michele Thomas,extreme bang buck,3rd lenovo laptop disappoint i’ve 2 months honestly happy purchase engineer bit picky tech considering price don’t think find better performing laptop pricethe ryzen 5 5500u processor blazing fast 16gb ram sufficient handle multiple programs simultaneously without problem model 256gb ssd model special 599 using cloud sufficient storage even run ubuntu dual boot 60 gb allocated remaining storage windows side still plentythe touch screen stylus pen significantly better expected i’ve never touch screen laptop i’m impressed responsiveness quality touch draw features don’t use often though since i’m mostly writing softwarei lot typing really like keyboard though one picky software types mechanical keyboards complaining key travel distance suchi aware low brightness screen won’t able work outside lack displayoverusbc capability use hdmi port usbc charger eliminates use usbc port peripherals use small usbc dock extra ports decided price laptop worth living withone thing bothers little bit though location power button side laptop right side i’ve pressed accidentally times adjusting position laptop puts laptop sleep thanks ssd get running within seconds slightly annoyingoverall highly recommend laptop someone wants great performance low cost willing live without certain nicetohaves,4.0 out of 5 stars,Yes,"Reviewed in the United States on April 1, 2022","{'neg': 0.045, 'neu': 0.848, 'pos': 0.107, 'compound': 0.9764}",0.9764,positive
Elizabete T Curcio,fits purpose,nephew happy get gift,4.4 out of 5 stars,Yes,"Reviewed in the United States on April 2, 2023","{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.765}",0.765,positive
Colleen G.,good little computer,solid good battery life simple want simple internet surfing computer one great shipping bit long 15 weeks still happy,5.0 out of 5 stars,Yes,"Reviewed in the United States on February 23, 2023","{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.875}",0.875,positive
Elizabete T Curcio,excellent schoolwork,homeschool bought 8th grader use homeschool work perfect plenty memory great math program really excellent value money,3.0 out of 5 stars,Yes,"Reviewed in the United States on April 2, 2023","{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.9379}",0.9379,positive
Pam Halpert,great value,use chromebooks homeschool perfect durable run apps websites well price chromebooks outstanding value basic school work,5.0 out of 5 stars,Yes,"Reviewed in the United States on March 17, 2023","{'neg': 0.0, 'neu': 0.697, 'pos': 0.303, 'compound': 0.9042}",0.9042,positive
Bonny Blue House,godsend,sons screen kept glitching black hp chromebook made impossible schoolwork one perfect second started runs much faster well pleased,5.0 out of 5 stars,Yes,"Reviewed in the United States on March 9, 2023","{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.9155}",0.9155,positive
Jason,fast shipping,fastgreat facebook youtube machine quick delivery,5.0 out of 5 stars,Yes,"Reviewed in the United States on March 9, 2023","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Emily slisher,laptop,great price,5.0 out of 5 stars,Yes,"Reviewed in the United States on February 23, 2023","{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,positive
Emily slisher,power charger hdmi output well,good little machine want use surf internet sort thing cant beat price knew screen wasnt going best bought fairness images little flat use internet surfer platform however wish know bought would reason would bought ports available hdmi port mini port charge would also use chrome book watch streaming tv connecting larger tv buy adapter plug full size hdmi mini cannot charge watching movie anything run battery power always enough get movie stress watching batter life slowly march zero really plays anxiety one usb port cordless mouse plugged cant plug usb example want download phone unplug cordless mouse drives nuts note bluetooth capabilities always get blue tooth mouse solve problem im tech savy enough pull end lack full size hdmi also charger would make buy different machine already make work stress running battery work station tv something wish looked bought hope helps also isnt delete button,5.0 out of 5 stars,Yes,"Reviewed in the United States on January 12, 2023","{'neg': 0.052, 'neu': 0.88, 'pos': 0.068, 'compound': 0.4835}",0.4835,positive
Amazon Customer,fairly rugged get extended warranty,son used school 18 months stopped working teens rough stuff son took good care wasnt battered physically abused way one day became brick luckily well within 2 year extended warranty,5.0 out of 5 stars,Yes,"Reviewed in the United States on February 22, 2023","{'neg': 0.084, 'neu': 0.699, 'pos': 0.217, 'compound': 0.8847}",0.8847,positive
Wendy Rae Decknatel,white eagle store false advertising,hope white eagle store responds bought chromebook 7 year old granddaughter works fine keyboard standard us keyboard cannot use complicatedwhite eagle responded charged 30 restocking fee white eagles false advertising,4.0 out of 5 stars,Yes,"Reviewed in the United States on August 5, 2021","{'neg': 0.057, 'neu': 0.88, 'pos': 0.063, 'compound': -0.3053}",-0.3053,negative
